,number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_gamma,params_learning_rate,params_max_price,params_max_reserve_capacity_fraction,params_n_epochs,params_n_steps,state
58,58,6513.456,2023-01-24 23:27:25.782292,2023-01-24 23:35:36.710502,0 days 00:08:10.928210,1.5337010157578385e-07,0.8645888136597544,0.98252566281279,35.5,0.15000000000000002,19,833,COMPLETE
59,59,6777.536,2023-01-24 23:32:10.754905,2023-01-24 23:45:06.385196,0 days 00:12:55.630291,0.00018221924198471044,0.8966182329148678,0.01617494726134228,15.0,0.2,21,2476,COMPLETE
60,60,6699.456,2023-01-24 23:35:36.710502,2023-01-24 23:46:08.124814,0 days 00:10:31.414312,0.0038212399705961635,0.8592330545916322,0.005706405159789024,12.0,0.15000000000000002,18,2298,COMPLETE
61,61,6878.448000000001,2023-01-24 23:45:06.400806,2023-01-24 23:56:12.103402,0 days 00:11:05.702596,6.552155515110389e-05,0.850155357090587,0.00016349457147877522,6.5,0.25,20,2498,COMPLETE
62,62,6581.331999999999,2023-01-24 23:46:08.124814,2023-01-24 23:58:25.642503,0 days 00:12:17.517689,6.492510695824594e-05,0.8875165853951099,2.772515626318307e-06,11.5,0.30000000000000004,23,2293,COMPLETE
63,63,6760.576000000001,2023-01-24 23:56:12.103402,2023-01-25 00:10:07.502227,0 days 00:13:55.398825,0.00040899845155606754,0.8825689491463624,8.562335627384221e-07,7.0,0.25,22,2452,COMPLETE
64,64,6560.280000000001,2023-01-24 23:58:25.767772,2023-01-25 00:03:54.122134,0 days 00:05:28.354362,5.881452506808913e-05,0.8509661399385593,0.29754717045645873,11.5,0.35,4,183,COMPLETE
65,65,6691.06,2023-01-25 00:03:54.366180,2023-01-25 00:14:49.789378,0 days 00:10:55.423198,0.017940521232301766,0.8802750378589674,8.298676411143044e-05,7.5,0.15000000000000002,22,2306,COMPLETE
66,66,6564.231999999999,2023-01-25 00:10:07.502227,2023-01-25 00:23:33.229330,0 days 00:13:25.727103,9.20913077629832e-05,0.8626510710608328,0.00011409774524144019,5.0,0.1,23,2451,COMPLETE
67,67,6477.572,2023-01-25 00:14:49.807376,2023-01-25 00:20:37.305158,0 days 00:05:47.497782,4.4529024142791756e-05,0.8830994035360804,0.00017503058910542198,20.0,0.5,5,438,COMPLETE
68,68,6384.608,2023-01-25 00:20:37.305158,2023-01-25 00:25:36.073009,0 days 00:04:58.767851,0.00010981150132103668,0.8947052334092557,0.002865488560483052,8.0,0.35,3,237,COMPLETE
69,69,6436.584000000001,2023-01-25 00:23:33.253751,2023-01-25 00:30:26.161024,0 days 00:06:52.907273,1.0370066546607901e-08,0.9327629682413514,1.9377650798323666e-05,30.5,0.30000000000000004,5,500,COMPLETE
70,70,6717.092,2023-01-25 00:25:36.073009,2023-01-25 00:31:51.185136,0 days 00:06:15.112127,0.00022798466861156228,0.9573843452474947,7.1642287990747e-05,10.0,0.45000000000000007,3,808,COMPLETE
71,71,7000.487999999999,2023-01-25 00:30:26.161024,2023-01-25 00:35:56.288097,0 days 00:05:30.127073,6.919348353806267e-05,0.9211228647219494,0.002783351993657661,15.5,0.45000000000000007,1,1014,COMPLETE
72,72,6995.812,2023-01-25 00:31:51.197558,2023-01-25 00:38:46.361380,0 days 00:06:55.163822,3.5928331169850656e-05,0.866977677018366,0.00132590821295731,8.0,0.45000000000000007,2,452,COMPLETE
73,73,6515.144,2023-01-25 00:35:56.288097,2023-01-25 00:48:57.117871,0 days 00:13:00.829774,0.00016784530797996365,0.9017046390651003,6.971004118700917e-07,6.5,0.1,24,2099,COMPLETE
74,74,6646.447999999999,2023-01-25 00:38:46.361380,2023-01-25 00:45:47.805732,0 days 00:07:01.444352,3.6091372987393347e-06,0.9128547232224725,0.008864542301716743,16.5,0.30000000000000004,7,1525,COMPLETE
75,75,6617.331999999999,2023-01-25 00:45:47.805732,2023-01-25 00:51:26.941740,0 days 00:05:39.136008,0.0003050368129663743,0.8939332564496452,0.00488007098203324,24.5,0.35,3,1134,COMPLETE
76,76,6469.7119999999995,2023-01-25 00:48:57.145103,2023-01-25 00:55:42.150893,0 days 00:06:45.005790,4.975127154057224e-05,0.9029714596463161,0.0045789555007915254,18.0,0.35,3,620,COMPLETE
77,77,7063.168,2023-01-25 00:51:26.957370,2023-01-25 00:58:06.749135,0 days 00:06:39.791765,4.6895695864600596e-06,0.9160190591293983,0.0015504597413595399,17.0,0.4,3,1089,COMPLETE
78,78,6673.120000000001,2023-01-25 00:55:42.150893,2023-01-25 01:02:48.908329,0 days 00:07:06.757436,0.0002777059955116252,0.947297817876605,0.0031990093521309603,26.0,0.5,5,1888,COMPLETE
79,79,6375.724,2023-01-25 00:58:06.764789,2023-01-25 01:04:24.912930,0 days 00:06:18.148141,0.00010910829359022236,0.9146283512251209,0.013949924285936447,17.5,0.45000000000000007,2,1047,COMPLETE
80,80,6443.76,2023-01-25 01:02:49.111002,2023-01-25 01:08:38.641113,0 days 00:05:49.530111,0.0004470278599304194,0.9316138331098929,0.0062137997407696105,18.0,0.45000000000000007,1,1262,COMPLETE
81,81,6651.768000000001,2023-01-25 01:04:24.959803,2023-01-25 01:11:12.405604,0 days 00:06:47.445801,1.7045114151938085e-06,0.9135389142485543,0.0047123382438676595,17.0,0.5,4,1447,COMPLETE
82,82,6519.343999999999,2023-01-25 01:08:38.641113,2023-01-25 01:15:33.011717,0 days 00:06:54.370604,2.767850212355131e-08,0.9364789928839425,0.007067792578512034,21.0,0.4,5,1055,COMPLETE
83,83,6898.2,2023-01-25 01:11:12.405604,2023-01-25 01:16:44.279490,0 days 00:05:31.873886,0.00045731701244217554,0.883478605508609,0.008226040668132447,12.0,0.45000000000000007,2,719,COMPLETE
84,84,6651.207999999999,2023-01-25 01:15:33.011717,2023-01-25 01:21:12.703261,0 days 00:05:39.691544,5.599417096819871e-05,0.9460080874826128,0.0570504401075228,7.0,0.4,1,1243,COMPLETE
85,85,6564.616,2023-01-25 01:16:44.295115,2023-01-25 01:27:20.296888,0 days 00:10:36.001773,5.19444437081942e-05,0.9983437919874025,1.1409889431622688e-06,34.0,0.2,20,1823,COMPLETE
86,86,5244.56,2023-01-25 01:21:12.765760,2023-01-25 01:26:46.351143,0 days 00:05:33.585383,0.0004562128579064387,0.9618644727913448,0.20103610382197726,32.5,0.30000000000000004,8,1035,PRUNED
87,87,6638.551999999999,2023-01-25 01:26:46.367401,2023-01-25 01:34:29.092624,0 days 00:07:42.725223,0.0023202365320709063,0.9140175609635592,2.469074860156598e-05,22.5,0.5,3,819,COMPLETE
88,88,6564.028,2023-01-25 01:27:20.412100,2023-01-25 01:34:33.503737,0 days 00:07:13.091637,6.564326917180231e-05,0.9212059347270511,0.00031711805867615673,8.5,0.4,2,828,COMPLETE
89,89,7151.296,2023-01-25 01:34:29.108878,2023-01-25 01:44:24.357554,0 days 00:09:55.248676,6.919238596546176e-07,0.985979835027117,0.02010987142405117,15.0,0.5,21,2278,COMPLETE
90,90,6835.3240000000005,2023-01-25 01:34:33.582616,2023-01-25 01:45:42.712392,0 days 00:11:09.129776,0.0005183050999378471,0.8795494677822371,0.0001494953670640361,21.0,0.2,24,2431,COMPLETE
91,91,6609.7,2023-01-25 01:44:24.373811,2023-01-25 01:54:39.227900,0 days 00:10:14.854089,3.1616164124903734e-07,0.9772814330631103,0.004922117701625739,19.0,0.4,21,2047,COMPLETE
92,92,6249.92,2023-01-25 01:45:42.712392,2023-01-25 01:55:48.278667,0 days 00:10:05.566275,4.5035157495803095e-06,0.9584219381991879,0.056230412542851875,20.5,0.4,20,1998,COMPLETE
93,93,6612.592,2023-01-25 01:54:39.227900,2023-01-25 02:05:38.896876,0 days 00:10:59.668976,1.0632624571225455e-06,0.9919785059513906,0.0032516061848320787,21.5,0.5,15,2171,COMPLETE
94,94,6542.152,2023-01-25 01:55:48.294292,2023-01-25 02:01:14.349362,0 days 00:05:26.055070,1.881959806863658e-07,0.8979774135303555,0.00017283281432455125,22.0,0.30000000000000004,2,1176,COMPLETE
95,95,6443.088000000001,2023-01-25 02:01:14.411912,2023-01-25 02:07:09.651008,0 days 00:05:55.239096,7.720607160861566e-07,0.9339471960294927,0.00038818563193075527,16.5,0.45000000000000007,1,601,COMPLETE
96,96,6613.8,2023-01-25 02:05:38.912503,2023-01-25 02:17:40.119329,0 days 00:12:01.206826,4.79668799288317e-08,0.9678637700277649,0.08115044880547156,10.0,0.5,25,2153,COMPLETE
97,97,6715.240000000001,2023-01-25 02:07:09.671255,2023-01-25 02:20:01.736953,0 days 00:12:52.065698,2.8247978381493396e-06,0.9937620089292448,0.9994774303563485,9.5,0.45000000000000007,20,2492,COMPLETE
98,98,6433.676000000001,2023-01-25 02:17:40.131513,2023-01-25 02:22:54.476846,0 days 00:05:14.345333,1.2108428372512717e-07,0.8642733873325511,0.001987380695438962,19.0,0.25,2,223,COMPLETE
99,99,6456.7159999999985,2023-01-25 02:20:01.877533,2023-01-25 02:25:18.091388,0 days 00:05:16.213855,1.1963145237325734e-07,0.9849121117254119,0.004591991536701662,7.0,0.45000000000000007,13,1836,COMPLETE
